Year,Engine HP,Engine Cylinders,Number of Doors,Vehicle Size,highway MPG,city mpg,Popularity,MSRP,Trans_Reg
2017,220,4,4,1,34,24,873,30890,0
2017,210,4,2,1,34,24,873,24995,0
2017,220,4,4,1,32,24,873,29095,1
2015,292,4,4,1,30,23,873,39090,1
2015,292,4,4,1,30,23,873,36595,1
2016,292,4,4,1,30,23,873,36750,1
2016,292,4,4,1,30,23,873,38995,1
2016,292,4,4,1,31,22,873,35650,0
2016,292,4,4,1,31,22,873,37895,0
2017,292,4,4,1,30,23,873,36755,1
2017,292,4,4,1,31,22,873,35655,0
2017,292,4,4,1,31,22,873,39375,0
2017,292,4,4,1,30,23,873,40475,1
2015,150,4,4,1,42,31,873,31445,1
2015,170,4,4,1,35,25,873,22495,1
2015,150,4,4,1,43,31,873,27995,0
2015,170,4,4,1,36,25,873,21395,0
2015,170,4,4,1,35,25,873,29345,1
2015,170,4,4,1,36,25,873,26995,1
2015,150,4,4,1,43,31,873,30345,0
2015,150,4,4,1,43,31,873,24595,0
2015,150,4,4,1,42,31,873,25695,1
2015,150,4,4,1,42,31,873,29095,1
2016,170,4,4,1,35,25,873,24995,1
2016,170,4,4,1,35,25,873,27025,1
2016,170,4,4,1,35,25,873,29385,1
2016,170,4,4,1,35,25,873,22725,1
2016,170,4,4,1,36,25,873,21625,0
2017,170,4,4,1,34,25,873,22680,1
2017,170,4,4,1,34,25,873,27030,1
2017,170,4,4,1,35,25,873,21580,0
2017,170,4,4,1,34,25,873,29970,1
2015,150,4,4,1,43,31,873,26995,1
2015,170,4,2,1,37,25,873,19295,0
2015,150,4,4,1,43,31,873,23445,1
2015,170,4,4,1,37,25,873,21295,0
2015,170,4,2,1,37,25,873,17995,0
2015,150,4,4,1,45,30,873,28395,0
2015,170,4,4,1,36,25,873,24895,1
2015,170,4,4,1,36,25,873,20995,1
2015,150,4,4,1,43,31,873,29495,1
2015,170,4,4,1,36,25,873,27395,1
2015,150,4,4,1,45,30,873,22345,0
2015,150,4,4,1,45,30,873,25895,0
2015,170,4,4,1,36,25,873,22395,1
2015,170,4,2,1,36,25,873,20395,1
2016,170,4,2,1,36,25,873,20675,1
2016,170,4,4,1,36,25,873,27425,1
2016,170,4,2,1,36,25,873,19595,1
2016,170,4,4,1,36,25,873,22625,1
2016,170,4,2,1,37,25,873,18495,0
2016,170,4,4,1,36,25,873,25225,1
2016,170,4,4,1,37,25,873,20175,0
2016,170,4,2,1,37,25,873,19575,0
2016,170,4,4,1,36,25,873,21275,1
2017,170,4,4,1,35,25,873,20995,1
2017,170,4,4,1,35,25,873,22695,1
2017,170,4,4,1,36,25,873,21595,0
2017,170,4,4,1,36,25,873,19895,0
2003,175,6,2,2,27,18,210,22940,1
2003,175,6,4,2,27,18,210,21690,1
2003,140,4,4,2,30,22,210,17070,0
2003,170,6,4,2,27,18,210,21240,1
2003,175,6,4,2,27,18,210,22940,1
2003,175,6,2,2,27,18,210,21690,1
2003,140,4,4,2,30,22,210,18890,0
2004,140,4,4,2,33,23,210,17070,0
2004,175,6,2,2,27,18,210,23530,1
2004,175,6,4,2,27,18,210,22280,1
2004,175,6,4,2,27,18,210,23530,1
2004,170,6,4,2,27,18,210,21830,1
2004,140,4,4,2,33,23,210,19555,0
2004,175,6,2,2,27,18,210,22280,1
2005,175,6,2,2,27,18,210,23750,1
2005,175,6,2,2,27,18,210,22500,1
2005,140,4,4,2,31,22,210,20090,1
2015,283,6,4,2,25,17,1851,30995,1
2015,283,6,4,2,25,17,1851,27395,1
2015,283,6,4,2,25,17,1851,21795,1
2015,283,6,4,2,25,17,1851,24245,1
2015,283,6,4,2,25,17,1851,28395,1
2015,283,6,4,2,25,17,1851,25245,1
2016,283,6,4,2,25,17,1851,25095,1
2016,283,6,4,2,25,17,1851,22595,1
2016,283,6,4,2,25,17,1851,28295,1
2016,283,6,4,2,25,17,1851,31495,1
2016,283,6,4,2,25,17,1851,26195,1
2016,283,6,4,2,25,17,1851,29395,1
2017,283,6,4,2,25,17,1851,29395,1
2017,283,6,4,2,25,17,1851,26695,1
2017,283,6,4,2,25,17,1851,32395,1
2017,283,6,4,2,25,17,1851,23995,1
2006,260,6,4,2,26,17,210,24330,1
2006,303,8,4,2,25,16,210,27330,1
2006,200,6,4,2,28,18,210,21330,1
2007,303,8,4,2,25,16,210,28815,1
2007,260,6,4,2,26,17,210,24735,1
2007,200,6,4,2,28,18,210,21815,1
2008,200,6,4,3,28,18,210,22210,1
2008,303,8,4,3,25,16,210,29325,1
2011,166,4,4,1,25,19,481,23449,1
2011,166,4,4,1,23,19,481,24949,1
2011,166,4,4,1,26,19,481,19299,0
2011,166,4,4,1,23,19,481,22549,1
2011,166,4,4,1,23,19,481,22899,1
2011,166,4,4,1,25,19,481,21099,1
2012,166,4,4,1,23,19,481,23949,1
2012,166,4,4,1,25,19,481,21399,1
2012,166,4,4,1,23,19,481,25249,1
2012,166,4,4,1,25,19,481,22299,1
2012,166,4,4,1,26,19,481,19499,0
2012,166,4,4,1,23,19,481,22849,1
2012,166,4,4,1,25,19,481,23749,1
2013,166,4,4,1,23,19,481,23799,1
2013,166,4,4,1,23,19,481,25949,1
2013,166,4,4,1,25,19,481,22349,1
2013,166,4,4,1,26,19,481,19949,0
2013,166,4,4,1,25,19,481,24449,1
2000,158,6,4,3,23,16,1013,2169,1
2000,158,6,4,3,23,16,1013,2266,1
1998,150,6,4,3,24,17,535,2000,1
1998,150,6,4,3,24,17,535,2048,1
1998,150,6,4,3,22,17,535,2000,1
1999,158,6,4,3,22,16,535,2055,1
1999,158,6,4,3,22,16,535,2152,1
1999,158,6,4,3,22,16,535,2234,1
2000,158,6,4,3,23,16,535,2331,1
2000,158,6,4,3,23,16,535,2267,1
2005,395,8,2,1,16,11,238,98172,1
2006,401,8,2,1,18,11,238,98872,1
2006,401,8,2,1,18,11,238,104122,1
2006,401,8,2,1,18,11,238,99900,1
2014,454,8,2,2,20,13,238,143300,1
2014,454,8,2,2,20,13,238,153400,1
2014,444,8,2,2,20,13,238,138800,1
2015,454,8,2,2,20,13,238,161070,1
2015,454,8,2,2,20,13,238,182009,1
2015,454,8,2,2,20,13,238,150465,1
2015,444,8,2,2,20,13,238,145740,1
2016,454,8,2,2,20,13,238,161070,1
2016,454,8,2,2,20,13,238,150465,1
2016,444,8,2,2,20,13,238,145740,1
2016,454,8,2,2,20,13,238,182009,1
2014,454,8,2,3,21,13,238,143400,1
2014,454,8,2,3,21,13,238,126500,1
2015,454,8,2,3,21,13,238,132825,1
2015,454,8,2,3,21,13,238,165627,1
2015,454,8,2,3,21,13,238,150570,1
2016,454,8,2,3,21,13,238,150570,1
2016,454,8,2,3,21,13,238,132825,1
2016,454,8,2,3,21,13,238,165627,1
2016,241,4,4,2,30,21,454,53285,1
2016,241,4,4,2,33,22,454,45615,1
2017,241,4,4,2,32,22,454,46310,1
2017,241,4,4,2,30,21,454,53980,1
2004,220,6,4,2,23,16,454,38875,1
2005,220,6,4,2,23,16,454,38875,1
2006,245,6,4,2,27,19,454,43150,1
2006,245,6,4,2,25,19,454,45100,1
2015,306,6,4,2,29,19,454,55070,1
2015,306,6,4,2,29,19,454,48600,1
2015,306,6,4,2,26,19,454,57330,1
2015,306,6,4,2,26,19,454,50850,1
2016,311,6,4,2,29,20,454,50000,1
2016,311,6,4,2,28,19,454,54115,1
2016,311,6,4,2,26,19,454,50470,1
2017,311,6,4,2,28,20,454,50695,1
2017,311,6,4,2,27,19,454,54810,1
2017,311,6,4,2,26,19,454,50365,1
2017,311,6,4,2,26,19,454,56555,1
1998,300,8,4,2,21,15,454,3542,1
1999,300,8,4,2,22,16,454,3741,1
2000,300,8,4,2,22,16,454,3965,1
2005,300,8,4,2,22,16,454,47975,1
2006,300,8,4,2,23,16,454,51375,1
2007,290,8,4,2,23,16,454,52375,1
2014,338,6,4,2,34,29,454,60430,1
2015,338,6,4,2,34,29,454,61330,1
2016,338,6,4,2,34,29,454,63080,1
2009,342,8,4,2,24,17,454,53470,1
2010,342,8,4,2,24,17,454,54070,1
2011,342,8,4,2,24,17,454,55370,1
2016,467,8,4,2,24,16,454,84440,1
2015,545,6,2,2,23,16,2009,111510,1
2015,545,6,2,2,23,16,2009,115710,1
2015,545,6,2,2,23,16,2009,101770,1
2015,600,6,2,2,23,16,2009,149990,1
2016,545,6,2,2,22,16,2009,111510,1
2016,600,6,2,2,22,16,2009,149990,1
2016,545,6,2,2,22,16,2009,101770,1
2017,565,6,2,2,22,16,2009,109990,1
2005,550,8,2,1,19,12,5657,149995,0
2006,550,8,2,1,19,12,5657,149995,0
2012,200,4,2,1,31,21,873,26275,0
2012,200,4,4,1,33,24,873,31695,1
2012,200,4,4,1,31,21,873,24595,0
2012,200,4,2,1,33,24,873,25095,1
2012,200,4,2,1,33,24,873,27375,1
2012,200,4,4,1,33,24,873,31695,1
2012,200,4,2,1,31,21,873,29995,0
2012,200,4,4,1,33,24,873,29545,1
2012,200,4,2,1,31,21,873,27845,0
2012,200,4,2,1,33,24,873,31095,1
2012,200,4,4,1,31,21,873,28445,0
2012,200,4,2,1,31,21,873,27845,0
2012,200,4,2,1,33,24,873,25095,1
2012,200,4,4,1,31,21,873,24595,0
2012,200,4,2,1,33,24,873,28945,1
2012,200,4,2,1,31,21,873,23995,0
2012,200,4,2,1,33,24,873,27375,1
2012,200,4,4,1,33,24,873,29545,1
2012,200,4,2,1,31,21,873,29995,0
2012,200,4,2,1,31,21,873,23995,0
2012,200,4,4,1,33,24,873,25695,1
2012,200,4,4,1,31,21,873,26875,0
2012,200,4,4,1,31,21,873,30595,0
2012,200,4,4,1,31,21,873,30595,0
2012,200,4,4,1,33,24,873,27975,1
2012,200,4,4,1,31,21,873,26875,0
2012,200,4,4,1,31,21,873,28445,0
2012,200,4,4,1,33,24,873,25695,1
2012,200,4,2,1,31,21,873,26275,0
2012,200,4,2,1,33,24,873,28945,1
2012,200,4,2,1,33,24,873,31095,1
2012,200,4,4,1,33,24,873,27975,1
2013,200,4,4,1,33,24,873,29895,1
2013,200,4,4,1,31,21,873,29695,0
2013,200,4,4,1,33,24,873,30795,1
2013,200,4,2,1,33,24,873,25300,1
2013,200,4,2,1,31,21,873,24200,0
2013,200,4,4,1,33,24,873,25895,1
2013,200,4,4,1,31,21,873,30995,0
2013,200,4,2,1,31,21,873,30395,0
2013,200,4,2,1,31,21,873,24200,0
2013,200,4,4,1,31,21,873,28795,0
2013,200,4,4,1,31,21,873,25095,0
2013,200,4,4,1,33,24,873,28395,1
2013,200,4,4,1,31,21,873,27295,0
2013,200,4,2,1,31,21,873,28195,0
2013,200,4,2,1,33,24,873,31495,1
2013,200,4,2,1,31,21,873,28195,0
2013,200,4,4,1,31,21,873,24795,0
2013,200,4,4,1,33,24,873,26195,1
2013,200,4,2,1,33,24,873,31495,1
2013,200,4,4,1,31,21,873,24795,0
2013,200,4,4,1,33,24,873,32095,1
2013,200,4,2,1,33,24,873,25300,1
2013,200,4,2,1,33,24,873,27895,1
2013,200,4,4,1,31,21,873,30995,0
2013,200,4,2,1,33,24,873,29295,1
2013,200,4,4,1,31,21,873,29695,0
2013,200,4,4,1,33,24,873,26195,1
2013,200,4,4,1,33,24,873,32095,1
2013,200,4,2,1,31,21,873,26795,0
2013,200,4,4,1,33,24,873,25895,1
2013,200,4,4,1,31,21,873,25095,0
2013,200,4,2,1,31,21,873,26795,0
2013,200,4,4,1,33,24,873,28395,1
2013,200,4,2,1,33,24,873,27895,1
2013,200,4,2,1,33,24,873,29295,1
2013,200,4,4,1,31,21,873,27295,0
2013,200,4,4,1,33,24,873,30795,1
2013,200,4,2,1,31,21,873,30395,0
2013,200,4,4,1,33,24,873,29895,1
2013,200,4,4,1,31,21,873,28795,0
2014,200,4,4,1,33,24,873,26195,1
2014,200,4,4,1,31,21,873,29695,0
2014,200,4,4,1,31,21,873,25095,0
2014,200,4,4,1,33,24,873,30795,1
2004,350,8,2,2,20,15,210,31795,1
2005,400,8,2,2,19,14,210,32295,1
2006,400,8,2,2,19,14,210,31290,1
2015,301,8,4,2,20,15,454,49485,1
2015,301,8,4,2,20,15,454,61115,1
2016,301,8,4,2,20,15,454,50780,1
2016,301,8,4,2,20,15,454,62155,1
2017,301,8,4,2,18,15,454,51280,1
2017,301,8,4,2,18,15,454,62980,1
2007,263,8,4,2,18,14,454,46635,1
2008,263,8,4,2,18,14,454,47315,1
2009,263,8,4,2,18,14,454,47615,1
2008,242,5,4,2,18,13,130,39290,0
2008,242,5,4,2,18,13,130,30995,0
2008,300,8,4,2,16,13,130,39560,1
2009,242,5,4,2,18,14,130,33390,0
2009,242,5,4,2,18,14,130,43130,1
2009,300,8,4,2,16,13,130,41705,1
2010,300,8,4,2,16,13,130,41705,1
2010,239,5,4,2,18,14,130,33390,0
2010,239,5,4,2,18,14,130,38365,1
2010,239,5,4,2,18,14,130,35960,0
2009,239,5,4,1,18,14,130,30750,0
2009,300,8,4,1,16,13,130,36015,1
2010,300,8,4,1,16,13,130,39205,1
2010,239,5,4,1,18,14,130,30915,0
2010,239,5,4,1,18,14,130,36355,1
2010,300,8,4,1,16,13,130,35680,1
2010,239,5,4,1,18,14,130,33485,0
2009,155,4,4,1,30,22,1385,20720,1
2009,260,4,4,1,29,21,1385,25135,0
2009,155,4,4,1,32,22,1385,18720,0
2009,260,4,4,1,29,21,1385,24815,0
2009,155,4,4,1,32,22,1385,19030,0
2009,155,4,4,1,30,22,1385,21030,1
2010,155,4,4,1,32,22,1385,20030,0
2010,155,4,4,1,32,22,1385,18720,0
2010,260,4,4,1,29,21,1385,26255,0
2010,155,4,4,1,32,22,1385,19720,0
2010,155,4,4,1,32,22,1385,19030,0
2011,155,4,4,1,32,22,1385,18720,0
2011,155,4,4,1,32,22,1385,19030,0
2011,155,4,4,1,32,22,1385,19720,0
2014,280,6,4,2,28,27,2031,47300,1
2014,280,6,4,2,28,27,2031,49790,1
2015,280,6,4,2,28,27,2031,47850,1
2015,280,6,4,2,28,27,2031,50340,1
2016,280,6,4,2,28,27,2031,50485,1
2016,280,6,4,2,28,27,2031,47870,1
2015,270,6,4,2,24,18,2031,34750,1
2015,270,6,4,2,25,19,2031,31070,1
2015,270,6,4,2,24,18,2031,44140,1
2015,270,6,4,2,24,18,2031,38050,1
2015,270,6,4,2,24,18,2031,41650,1
2015,270,6,4,2,25,19,2031,42680,1
2015,270,6,4,2,24,18,2031,32530,1
2015,185,4,4,2,25,20,2031,29765,1
2015,270,6,4,2,25,19,2031,33290,1
2015,270,6,4,2,25,19,2031,36590,1
2015,270,6,4,2,25,19,2031,40190,1
2016,270,6,4,2,25,19,2031,34395,1
2016,270,6,4,2,24,18,2031,38775,1
2016,185,4,4,2,25,20,2031,30490,1
2016,270,6,4,2,24,18,2031,42375,1
2016,270,6,4,2,24,18,2031,44990,1
2016,270,6,4,2,24,18,2031,33475,1
2016,270,6,4,2,25,19,2031,43530,1
2016,270,6,4,2,25,19,2031,32015,1
2016,270,6,4,2,25,19,2031,40915,1
2016,270,6,4,2,24,18,2031,35855,1
2016,270,6,4,2,25,19,2031,37315,1
1990,93,4,4,1,31,22,535,2000,0
2016,141,4,4,1,35,28,2202,22065,1
2016,141,4,4,1,32,27,2202,23365,1
2016,141,4,4,1,35,28,2202,20015,1
2016,141,4,4,1,32,27,2202,25990,1
2016,141,4,4,1,32,27,2202,21315,1
2016,141,4,4,1,35,28,2202,24690,1
2016,141,4,4,1,34,25,2202,19215,0
2016,141,4,4,1,34,25,2202,21265,0
2017,141,4,4,1,34,28,2202,22215,1
2017,141,4,4,1,31,27,2202,23515,1
2017,141,4,4,1,34,28,2202,20165,1
2017,141,4,4,1,31,27,2202,26140,1
2017,141,4,4,1,34,28,2202,24840,1
2017,141,4,4,1,33,25,2202,19365,0
2017,141,4,4,1,31,27,2202,21465,1
2017,141,4,4,1,33,25,2202,21415,0
2010,187,4,4,2,34,35,454,34650,1
2010,187,4,4,2,34,35,454,37420,1
2011,187,4,4,2,34,35,454,39100,1
2011,187,4,4,2,34,35,454,36330,1
2012,187,4,4,2,34,35,454,39800,1
2012,187,4,4,2,34,35,454,37030,1
2015,610,10,2,1,20,14,1158,237250,1
2016,610,10,2,1,21,14,1158,238500,1
2016,610,10,2,1,20,14,1158,262350,1
2016,580,10,2,1,21,14,1158,199800,1
2014,249,6,4,1,99,126,436,22995,1
2016,66,6,4,1,99,126,436,22995,1
2017,66,6,4,1,102,121,436,22995,1
1999,190,6,4,2,25,18,190,2288,1
1999,190,6,4,2,24,19,190,2433,0
2000,227,6,4,2,25,17,190,2648,1
2000,227,6,4,2,25,17,190,2552,1
2001,227,6,4,2,24,17,190,31790,1
2001,227,6,4,2,24,17,190,29715,1
2002,255,6,4,2,24,17,190,28750,1
2003,255,6,4,2,24,17,190,29100,1
2004,255,6,4,2,24,17,190,30600,1
2015,170,0,4,1,111,137,3916,42400,1
2016,170,0,4,1,111,137,3916,42400,1
2017,170,0,4,1,111,137,3916,42400,1
2017,170,0,4,1,106,129,3916,43600,1
2016,106,4,4,1,42,33,105,16800,1
2016,106,4,4,1,41,31,105,15700,0
2014,111,4,4,1,38,39,204,28900,1
2014,111,4,4,1,38,39,204,34600,1
2015,201,4,4,1,31,22,204,29350,0
2015,150,4,4,1,35,24,204,31750,1
2015,150,4,4,1,35,24,204,29350,1
2015,150,4,4,1,35,24,204,27050,1
2016,201,4,4,1,36,25,204,34890,1
2016,201,4,4,1,36,25,204,29900,1
2016,201,4,4,1,36,25,204,29200,1
2016,201,4,4,1,36,25,204,31890,1
2016,201,4,4,1,36,25,204,32900,1
2016,201,4,4,1,36,25,204,27900,1
2017,201,4,4,1,35,25,204,32990,1
2017,201,4,4,1,35,25,204,29290,1
2017,201,4,4,1,35,25,204,31980,1
2017,201,4,4,1,35,25,204,34980,1
2017,201,4,4,1,35,25,204,27990,1
2017,201,4,4,1,35,25,204,29990,1
2014,300,6,4,3,30,18,1385,26840,1
2014,300,6,4,3,30,18,1385,25830,1
2014,300,6,4,3,30,18,1385,30535,1
2015,300,6,4,3,30,18,1385,26840,1
2015,300,6,4,3,30,18,1385,25830,1
2015,300,6,4,3,30,18,1385,30535,1
2016,300,6,4,3,30,18,1385,26840,1
2016,300,6,4,3,30,18,1385,30535,1
2016,300,6,4,3,30,18,1385,25830,1
2015,195,4,4,3,31,21,1385,34465,1
2015,195,4,4,3,31,21,1385,27060,1
2015,249,6,4,3,25,17,1385,40660,1
2015,305,6,4,3,29,19,1385,35440,1
2015,305,6,4,3,29,19,1385,30285,1
2015,195,4,4,3,31,21,1385,29310,1
2015,195,4,4,3,31,21,1385,27060,1
2015,249,6,4,3,25,17,1385,37535,1
2016,249,6,4,3,25,17,1385,40810,1
2016,305,6,4,3,29,19,1385,35540,1
2016,249,6,4,3,25,17,1385,37570,1
2016,305,6,4,3,29,19,1385,30435,1
2016,195,4,4,3,31,22,1385,27095,1
2016,195,4,4,3,31,22,1385,29460,1
2016,195,4,4,3,31,22,1385,27095,1
2017,305,6,4,3,28,19,1385,35645,1
2017,249,6,4,3,25,17,1385,37675,1
2017,249,6,4,3,25,17,1385,40915,1
1991,150,6,4,3,23,15,1013,2000,1
1992,150,6,4,3,23,16,1013,2000,1
1993,150,6,4,3,24,17,1013,2000,1
2013,265,4,4,1,25,19,640,28295,0
2013,265,4,4,1,25,19,640,29295,0
2013,305,4,4,1,23,17,640,36295,0
2013,305,4,4,1,23,17,640,37645,0
2013,305,4,4,1,23,17,640,34295,0
2013,265,4,4,1,25,19,640,25795,0
2013,265,4,4,1,25,19,640,29295,0
2013,265,4,4,1,25,19,640,28295,0
2013,265,4,4,1,25,19,640,25795,0
2014,265,4,4,1,25,19,640,28495,0
2014,265,4,4,1,25,19,640,29495,0
2014,305,4,4,1,23,17,640,34495,0
2014,265,4,4,1,25,19,640,25995,0
2014,305,4,4,1,23,17,640,36495,0
2014,265,4,4,1,25,19,640,25995,0
2014,305,4,4,1,23,17,640,37845,0
2014,265,4,4,1,25,19,640,28495,0
2014,265,4,4,1,25,19,640,29495,0
2015,148,4,4,1,37,28,640,21495,1
2015,148,4,4,1,36,27,640,23295,1
2015,148,4,4,1,33,24,640,20995,0
2015,148,4,4,1,37,28,640,20995,1
2015,148,4,4,1,37,28,640,22795,1
2015,148,4,4,1,37,28,640,19695,1
2015,148,4,4,1,34,25,640,18695,0
2015,148,4,4,1,34,25,640,18195,0
2015,148,4,4,1,37,28,640,22295,1
2015,148,4,4,1,36,27,640,21995,1
2015,148,4,4,1,37,28,640,19195,1
2016,148,4,4,1,34,25,640,18295,0
2016,148,4,4,1,33,24,640,21095,0
2016,148,4,4,1,37,28,640,22095,1
2016,148,4,4,1,37,28,640,21095,1
2016,148,4,4,1,37,28,640,21595,1
2016,148,4,4,1,37,28,640,19795,1
2016,148,4,4,1,37,28,640,23595,1
2016,148,4,4,1,37,28,640,19295,1
2016,148,4,4,1,34,25,640,18795,0
2016,148,4,4,1,37,28,640,22595,1
2016,148,4,4,1,37,28,640,23095,1
2017,152,4,4,2,38,28,640,18395,0
2017,152,4,4,1,37,28,640,18895,0
2017,152,4,4,1,37,28,640,21695,1
2017,152,4,4,2,38,28,640,21195,1
2017,152,4,4,1,37,28,640,24595,1
2017,152,4,4,2,38,28,640,24095,1
2017,152,4,4,2,36,27,640,22795,1
2017,152,4,4,2,36,27,640,21995,0
2017,152,4,4,1,37,28,640,19895,1
2017,152,4,4,1,35,27,640,23295,1
2017,152,4,4,2,38,28,640,19395,1
2017,152,4,4,1,35,27,640,22495,0
2016,137,4,4,1,36,27,105,18460,0
2016,137,4,4,1,37,28,105,19200,1
2012,98,4,4,1,44,41,2202,23690,1
2012,98,4,4,1,44,41,2202,18500,1
2012,98,4,4,1,44,41,2202,20275,1
2012,98,4,4,1,44,41,2202,18500,1
2012,98,4,4,1,44,41,2202,21965,1
2012,98,4,4,1,44,41,2202,20275,1
2012,98,4,4,1,44,41,2202,21965,1
2012,98,4,4,1,44,41,2202,23690,1
2013,98,4,4,1,44,41,2202,22065,1
2013,98,4,4,1,44,41,2202,20375,1
2013,98,4,4,1,44,41,2202,23790,1
2013,98,4,4,1,44,41,2202,20375,1
2013,98,4,4,1,44,41,2202,18600,1
2013,98,4,4,1,44,41,2202,23790,1
2013,98,4,4,1,44,41,2202,18600,1
2013,98,4,4,1,44,41,2202,22065,1
2014,98,4,4,1,44,41,2202,22190,1
2014,98,4,4,1,44,41,2202,23915,1
2014,98,4,4,1,44,41,2202,18725,1
2014,98,4,4,1,44,41,2202,20500,1
1999,140,4,4,1,29,22,204,2827,0
1999,140,4,4,1,29,22,204,3000,0
1999,140,4,2,1,29,22,204,2912,0
1999,170,4,4,1,28,22,204,3381,0
1999,170,4,2,1,28,22,204,3355,0
1999,140,4,2,1,29,22,204,2799,0
2000,140,4,2,1,28,22,204,3130,0
2000,140,4,4,1,28,22,204,3012,0
2000,170,4,4,1,28,22,204,3622,0
2000,170,4,2,1,28,22,204,3652,0
2000,140,4,4,1,28,22,204,3222,0
2000,195,4,2,1,28,22,204,7398,0
2000,140,4,2,1,28,22,204,3086,0
2001,170,4,4,1,28,22,204,22600,0
2001,140,4,2,1,28,22,204,21050,0
2001,140,4,2,1,28,22,204,19400,0
2001,140,4,2,1,28,21,204,20200,1
2001,140,4,4,1,28,22,204,21600,0
2001,140,4,2,1,28,21,204,21850,1
2001,140,4,4,1,28,21,204,21000,1
2001,140,4,4,1,28,21,204,22400,1
2001,195,4,2,1,28,22,204,24450,0
2001,140,4,4,1,28,22,204,20200,0
2001,170,4,2,1,28,22,204,22300,0
2002,244,6,4,3,24,16,1851,27055,1
2002,200,6,4,3,26,18,1851,20810,1
2002,234,6,4,3,24,16,1851,22970,1
2003,244,6,4,3,25,17,1851,24875,1
2003,200,6,4,3,27,19,1851,21155,1
2004,234,6,4,3,25,17,1851,25415,1
2004,244,6,4,3,25,16,1851,25105,1
2004,200,6,4,3,27,19,1851,21385,1
2000,215,6,4,2,26,17,26,2233,1
2000,215,6,4,2,26,17,26,2484,1
2000,215,6,4,2,26,17,26,2290,1
2001,215,6,4,2,26,17,26,22515,1
2001,215,6,4,2,26,17,26,26635,1
2001,215,6,4,2,26,17,26,24270,1
2002,215,6,4,2,27,18,26,28070,1
2002,215,6,4,2,27,18,26,24580,1
2002,215,6,4,2,27,18,26,23160,1
2013,94,4,2,1,37,36,105,15495,1
2014,94,4,2,1,37,36,105,17850,1
2014,94,4,2,1,37,36,105,15665,1
2015,94,4,2,1,37,36,105,15665,1
2016,241,4,4,2,33,22,454,37325,1
2017,241,4,4,2,32,22,454,37825,1
2013,204,6,2,1,30,21,454,42610,1
2014,204,6,2,1,30,21,454,42860,1
2015,204,6,2,1,30,21,454,43360,1
2013,204,6,4,2,30,21,454,35065,1
2013,204,6,4,2,27,21,454,37525,1
2014,204,6,4,2,30,21,454,36100,1
2014,204,6,4,2,27,20,454,38635,1
2015,204,6,4,2,30,21,454,36550,1
2015,204,6,4,2,30,21,454,41440,1
2015,204,6,4,2,27,20,454,39085,1
2015,204,6,4,2,27,20,454,43690,1
2005,215,6,4,1,23,16,454,31105,1
2005,215,6,4,1,23,16,454,31105,1
2005,215,6,4,1,23,16,454,29735,0
2016,255,6,4,2,26,19,454,39700,1
2017,255,6,4,2,26,19,454,40200,1
2013,306,6,2,1,27,19,454,46890,1
2014,306,6,2,1,27,19,454,47140,1
2015,306,6,2,1,27,19,454,47640,1
2014,306,6,4,2,28,19,454,39615,1
2014,306,6,4,2,26,19,454,41850,1
2015,306,6,4,2,28,19,454,40065,1
2015,306,6,4,2,26,19,454,42300,1
2016,306,6,4,2,26,19,454,43035,1
2016,306,6,4,2,28,19,454,40870,1
2012,416,8,4,2,23,16,454,61300,1
2013,416,8,4,2,23,16,454,61750,1
2014,416,8,4,2,23,16,454,63600,1
1995,210,6,4,2,22,16,190,2000,1
1996,210,6,4,2,22,16,190,2000,1
1996,210,6,4,2,22,16,190,2000,1
1997,210,6,4,2,22,16,190,2081,1
1997,210,6,4,2,22,16,190,2032,1
1997,210,6,4,2,22,16,190,2081,1
1997,210,6,4,2,22,16,190,2000,1
2013,210,4,4,2,32,24,873,25270,1
2013,200,4,4,2,33,22,873,26195,0
2013,210,4,4,2,33,22,873,24170,0
2013,210,4,4,2,32,24,873,29525,1
2013,200,4,4,2,32,24,873,27295,1
2013,200,4,4,2,32,24,873,27295,1
2013,200,4,4,2,33,22,873,28200,0
2013,210,4,4,2,33,22,873,24170,0
2013,210,4,4,2,33,22,873,26420,0
2013,210,4,4,2,32,24,873,27520,1
2013,200,4,4,2,32,24,873,29300,1
2013,200,4,4,2,32,24,873,25045,1
2013,200,4,4,2,32,24,873,29300,1
2013,200,4,4,2,33,22,873,26195,0
2013,210,4,4,2,33,22,873,28425,0
2013,200,4,4,2,33,22,873,28200,0
2013,200,4,4,2,33,22,873,23945,0
2013,210,4,4,2,32,24,873,27520,1
2013,210,4,4,2,33,22,873,28425,0
2013,200,4,4,2,32,24,873,25045,1
2013,200,4,4,2,33,22,873,23945,0
2013,210,4,4,2,32,24,873,25270,1
2013,210,4,4,2,32,24,873,29525,1
2013,210,4,4,2,33,22,873,26420,0
2014,210,4,4,2,33,23,873,24535,0
2014,210,4,4,2,32,24,873,30875,1
2014,210,4,4,2,32,24,873,28555,1
2014,210,4,4,2,33,23,873,29775,0
2014,210,4,4,2,33,23,873,28855,0
2014,210,4,4,2,32,24,873,27925,1
2014,210,4,4,2,33,23,873,27455,0
2014,210,4,4,2,32,24,873,30875,1
2014,210,4,4,2,32,24,873,25635,1
2014,210,4,4,2,33,23,873,29775,0
2014,210,4,4,2,33,23,873,27455,0
2014,210,4,4,2,33,23,873,28855,0
2014,210,4,4,2,32,24,873,25635,1
